,Name,Site,Address
,Revival Coffee,https://www.revivalcoffee.co.uk/,
,Revolution Coffee,https://www.revolution-coffee.co.uk/,"Unit 27, New Hall Hey Business Park, BB4 6HL"
,Ridge Roastery,https://www.ridgeroastery.co.uk/,"Waterlooville, Hampshire"
,Rinaldo’s Coffee,rinscoffee.com,"Rinaldo's Speciality Coffee & Tea Ltd,Unit 20,Summerlands Trading Estate,Endmoor,Kendal,Cumbria,LA8 0FB "
,Ringtons,business.ringtons.co.uk,Newcastle upon Tyne 
,Rise & Grind Roastery,https://www.riseandgrindroastery.co.uk/,"104 Abercorn St, Paisley, PA3 4AY"
,Rising Ground Coffee,https://www.risingground.coffee/,
,Ristretto Coffee,www.ristrettocoffee.com,"Unit 49, Banbridge Enterprise Centre, Scarva Road Industrial Estate, Banbridge, County Down, Ireland, BT32 3QD"
,Ritual Coffee,www.ritualcoffee.org,Gloucestershire
,Roaring Stag Coffee,https://www.roaringstagcoffee.com/,
,Roast Lab Coffee Roasters,www.roastlab.coffee,Farnham CommonBuckinghamshire
,Roasted Brown,https://www.roastedbrown.com/,"Behind Firehouse Bakery, rhe Delgany, Delgany, Co Wicklow, Co. Wicklow, Ireland"
,Roaster B,http://www.roasterb.com,"26 Meadow Way, Windsor, Berkshire, SL4 2NX"
,Roasters Artisan,www.roasterscoffee.com,Devon
,Roasters Coffee,http://www.roasterscoffee.com/,"1 Adams Path,Torquay Road Kingskerswell. Devon TQ12 5EZ"
,Roastery Hope Coffee,https://roasteryhopecoffee.co.uk/,
,Roasting Plant UK,roastingplant.com,"4 Borough High Street, London, SE1 9QQ "
,Roastworks Coffee Co,www.roastworks.co.uk,"Unit 7, Blackdown park, Willand, Devon, EX15 2FS"
,Roberts & Co.,www.e-coffee.co.uk,"The Coffee Roastery, Cedar Farm, Back Lane, Mawdesley, Ormskirk, Lancashire, L40 3SY"
,Rocket Monkey Coffee,https://www.rocketmonkeycoffee.com/,"33 Burns Statue Square, Union Arcade, Ayr, United Kingdom"
,Rockhopper Roaster,https://www.rockhopperroaster.com/,"Bognor Regis, United Kingdom"
,Roost,www.roostcoffee.co.uk,"Unit 6, Talbot Yard, Yorkersgate, Malton, North Yorkshire, YO17 7FT"
,Root and Branch,https://rootandbranch.coffee/,
,Rounton Coffee Ltd,http://www.rountoncoffee.co.uk/,"The Granary, East Rounton, Northallerton, North Yorkshire, DL6 2LG"
,Routes coffee,https://routescoffee.co.uk/,
,Sacred Grounds Coffee Company,sacredgroundscoffeecompany.co.uk,"Arbroath, Scotland "
,Saints of Mokha,https://saintsofmokha.com/,"51 Belvoir Street, Leicester, United Kingdom"
,Salford Roasters,https://www.salfordroasters.co.uk/,"Salford, England"
,Salford Roasters,https://www.salfordroasters.co.uk/,"Salford, England"
,San Francisco Bay Coffee,https://sfbaycoffee.co.uk/,"Trecenydd Business Park, Unit Q Caerphilly CF83 2RZ, UK"
,Sarah’s Coffee,https://www.sarahscoffee.com/,
,Scarlett Coffee Roastery,scarlett.coffee,"30 Duncan St, The Angel, London, N1 8BW "
,SD Bells Tea Coffee,https://sdbellsteacoffee.com/,"516 Upper Newtownards Road, Belfast, United Kingdom"
,Sea Island Coffee,https://seaislandcoffee.com/,164 Old Brompton Road
,Seamoor Coffee,www.seamoorcoffee.co.uk,Peak District National Park
,Second City Coffee,secondcitycoffee.co.uk,Manchester 
,Secret Garden Roasters,https://www.secretgardenroasters.co.uk/,
,Seven Districts Coffee,https://sevendistrictscoffee.com,Lincolnshire
,Sham City Roasters,https://www.shamcityroasters.com/,"Hastings, United Kingdom"
,Shiloh Coffee Roasters,https://www.shilohroasters.com,
,Shirt and Tie Coffee,https://shirtandtiecoffee.com/,Northern Ireland
,Shop House Coffee,https://www.shophousecoffee.co.uk/,North Lincolnshire
,Short & Curly’s,https://www.shortandcurlyscoffee.co.uk/,
,Sidewalk Coffee Co,www.sidewalkcoffee.co.uk,cambridgeshire
,Silton Coffee,https://www.siltoncoffee.co.uk/,
,Silver Oak Coffee,https://www.silveroakcoffee.co.uk,"Unit 21, Black Bank Business Centre, Black Bank Road, Little Downham, Cambridgeshire. CB6 2UA"
,Silver Oak Coffee,silveroakcoffee.co.uk,35A Newnham Street 35A Newnham Street
,Silverskin Coffee,www.silverskincoffee.ie,"Unit 13 Blackwater Road, Dublin Industrial Estate, Dublin, Ireland , 11"
,Single Origin,https://singleorigin.ie/,"Unit 619b Northern Extension, IDA Industrial Estate, Cleaboy Road, Ireland X91 NF88"
,SkyDancer Coffee,https://www.skydancer.coffee/,"Lochboisdale, Lochboisdale, United Kingdom"
,Skylark Coffee,https://skylark.coffee/,"Skylark Coffee, Unit 1, Fairway Business Centre, Westergate Road, BN2 4JZ"
,Sleeper Coffee,https://sleepercoffee.com/,"81 Mill Hill, Block B, Mill Hill Enterprise Park , Castlewellan, United Kingdom"
,Slumberjack Coffee,www.slumberjackcoffee.com,"Antrim, Northern Ireland"
,Small Batch Coffee,www.smallbatchcoffee.co.uk,"68 Goldstone Villas, Hove, Brighton and Hove, BN3 3RU"
,Smith Street Coffee,smithstreetcoffeeroasters.co.uk,"49 St Joseph's Road, Handsworth , Sheffield, South Yorkshire, S13 9AU "
,Smith’s Coffee,https://www.smithscoffee.co.uk/,
,Smiths Coffee Company,www.smithscoffee.co.uk,"Arabica House, Ebberns Road, Apsley, Hemel Hempstead, Hertfordshire, HP3 9RD"
,Snake Bite Coffee,https://snakebitecoffee.co/,"W Ella Way, Kirk Ella, Hull HU10 7LP, UK"
,So Roast,https://www.soroastcoffee.co.uk/,"""102 Hillside Avenue Southampton SO18 1JY"""
,So Roast Coffee,https://www.soroastcoffee.co.uk/,"5 The Triangle Cobden Avenue BItterne Park, Southampton SO18 1FZ"
,Soma Coffee Company,https://somacoffeecompany.ie/,"Cork City, Ireland"
,SOroast,www.soroastcoffee.co.uk,Southampton
,Source Climate Coffee,http://www.sourceclimatechange.com/,"138 Valley Drive, Harrogate, HG2 0JS"
,Specialty Coffee Co,www.thespecialtycoffeecompany.com,"The Specialty Coffee Company Ltd, 14 Blandford Square, Newcastle, NE1 4HZ"
,Speyside Coffee,https://speysidecoffee.co.uk/,"Garmouth, Moray, Scotland"
,Spiller & Tait,spillerandtait.co.uk,"Units 1&2, South Farm Court, South Farm Road, Budleigh Salterton, Devon, EX9 7AZ "
,Square Mile Coffee,www.squaremilecoffee.com,"8 Pritchards Rd, London, E2 9AP"
,Square Mile Coffee,https://shop.squaremilecoffee.com/,"Unit 13, Uplands Business Park, Blackhorse Lane, London, United Kingdom"
,Square root Coffee,www.squarerootcoffee.com,"12 Station Yard, Edington, Wiltshire, BA13 4NT"
,St Martins Coffee,www.stmartinscoffee.co.uk,"St Martin's Sq, Leicester"
,ST Martins Coffee,https://www.stmartinscoffee.co.uk/,Pennbury Farm 142 Stretton Road Great Glen LE8 9GP
,Steampunk Coffee,www.steampunkcoffee.co.uk,"49a Kirk Ports North, Berwick, East Lothian, Scotland, EH39 4HL"
,Stewarts Coffees,www.stewartscoffees.co.uk/,"Riverbank Trent Bridge, Nottingham, NG2 2GS"
,Stirling Coffee,https://stirlingcoffee.co.uk/,Number 8 King Street Stirling FK8 1AY
,Stokes Tea & Coffee,www.stokescoffee.com,"The Lawn, LincolnLN1 3BU"
,Stone Valley Roasters,https://www.stonevalleyroasters.com/,"35 Ashe St. Clonakilty Cork, Ireland"
,Stow Town Coffee,https://www.stowtowncoffee.co.uk/,2 Wells Barn Sheep Street Stow-on-the-Wold Gloucestershire GL54 1AA
,Strangers Coffee,www.strangerscoffee.com,Norwich
,Surrey Hills Coffee,https://surreyhillscoffee.co.uk/,"Hackhurst Farm Cottage, Hackhurst Lane, Dorking, United Kingdom"
,Sustain Coffee,https://sustaincoffeeco.com/,"8-13 salisbury square, Hatfield, United Kingdom"
,Swan Song,https://www.swansong.coffee/,"Salford, Manchester, England"
,Swan Song Coffee,https://www.swansong.coffee/,"Salford, Manchester, England"
,Symposium Coffee,https://www.symposiumcoffee.co.uk/,"Unit 21C, Hellesdon Park Industrial Estate, Alston Road, Norwich, NR65DS"
,Symva Coffee,https://symvacoffee.com/,"164 Church Rd, Hove. BN32DL , Brighton and Hove, United Kingdom"
,T-A-P,www.tapcoffee.co.uk,"193 Wardour Street, London, W1F 8ZF"
,Taylor St Baristas,www.taylor-st.com,"3 Creekside, Deptford, London, SE8 4SA"
,Teifi Coffee,https://www.teificoffee.co.uk/,"Old Commerce House, Llandyssul, United Kingdom"
,Temple Harris,https://www.templeharris.com/,"Northton, Obbe, United Kingdom"
,Terra Coffee,https://www.terracoffee.co.uk/,"34 Cockburn Street, Edinburgh, EH1 1PB, United Kingdom, Edinburgh, United Kingdom"
,TERRONE Coffee UK,www.terrone.co.uk,"Netil Market, Westgate Street, London, E8 3RL"
,The Bean Shop,www.thebeanshop.com,"67 George St, Perth, Perthshire, Scotland, PH1 5LB"
,The Blending Room,www.theblendingroom.co.uk,"Humber St Market, Hull and 22 Unit Factory Estate, Boulevard, Hull, Kingston upon Hull, HU3 4AY"
,The Blue Bean Coffee Co.,http://thebluebeancoffee.co.uk/,
,The Coffee Bean – Van & Roaster,www.thecoffeebean-vanandroaster.co.uk/,"Aberdare, South Wales"
,The Coffee Company – Torquay,www.coffeecompanytorquay.com,"70A Windsor Road, Torquay, Devon, TQ1 1SZ"
,The Coffee Counter,https://thecoffeecounter.co.uk/,
,The Coffee Factory,https://thecoffeefactory.co.uk/,"Unit 3, Shute Road, Axminster, United Kingdom"
,The Coffee Link,http://thecoffeelink.co.uk,"31, Knightsdale Road Ipswich Suffolk Suffolk United Kingdom IP1 4JJ"
,The Coffee Mate,https://www.thecoffeemate.co.uk,London
,The Coffee Officina,http://thecoffeeofficina.com,"Unit G, Housham Hall, Matching Tye, Essex, CM17 0PB"
,The Coffee Roasters,http://thecoffeeroasters.co.uk/,
,The Colombian Coffee,https://www.thecolombiancoffeeco.org/,"Borough Market, London"
,The Ethiopian Coffee Co,www.theethiopiancoffeecompany.co.uk,"61 Amwell Street, Islington, London, EC1R 1UR"
,The Fresh Coffee Co,www.thefreshcoffeecompany.com,"Reigate, Surrey"
,The Galway Roast,https://galwayroast.ie/,"8 summerhill Business Center Old Ballinasloe road, Athlone, Co. Westmeath, N37 F6C1, Ireland"
,The Gatehouse Coffee Roasters,https://www.thegatehousecoffeeroasters.com/,"Benn Avenue, Paisley, United Kingdom"
,The Gentlemen Baristas,https://www.thegentlemenbaristas.com/,"London, UK"
,The Golden Bean,http://thegoldenbean.ie,"Ballymaloe House, Shanagarry, Co. Cork, Ireland"
,The Good Coffee Cartel,https://www.thegoodcoffeecartel.com/,12 Cornwall Street Glasgow G41 1AQ
,The House of Coffee,thehouseofcoffee.co.uk,"3 Peacock Parade, Lake Street, Leighton Buzzard, Bedfordshire, LU7 1JH"
,The Isle of Wight Espresso Company,www.iow-espresso.co.uk,"Spring Tides, 37 Spring Hill, Ventnor, Isle Of Wight, PO38 1PF"
,The Little Coffee Roastery,https://www.thelittlecoffeeroastery.co.uk/,8 Little Street Macclesfield Cheshire SK10 1AW
,The Little Red Roaster,http://thelittleredroaster.co.uk/,"81B Grove Road, Norwich, Norfolk, NR1 3RT"
,The Milk Shed,https://themilkshed.coffee/,9 PRINCES STREET
,The Missing Bean,www.themissingbean.co.uk,"1 Newtec Place, Magdalen Road, Oxford, Oxfordshire, OX4 1RE"
,The Old Barracks,https://www.theoldbarracks.ie/,"The Old Barracks, Birdhill, Ireland"
,The Orkney Roastery,https://www.theorkneyroastery.com/,"2 Scott’s Road, Hatston, Kirkwall, Orkney KW15 1GR"
,The Proper Coffee Co,propercoffeeco.com,
,The Roast Den,www.roast-den.com,"71 Carron Place, Kelvin Industrial Estate, East Kilbride, Glasgow, Scotland, G75 0YL"
,The Roasted Bean Co.,www.roastedbean.co.uk,Brighton
,The Roastery at Bella Barista,https://www.theroastery.co.uk/,"The Roastery at Bella Barista, Nene Court, The Embankment, Wellingborough, Northamptonshire NN8 1LD"
,The Roasting Party,www.theroastingparty.co.uk,"Winchester, Hampshire, SO22 6BB"
,The Roasting Project,https://www.theroastingproject.co.uk/,"253A Burntisland High Street, Burntisland, United Kingdom"
,The Roasting Shed,www.theroastingshed.com,"Clapton, London, E5"
,The Runner Bean Coffee Co,www.therunnerbeancoffeeco.co.uk,Lower WayThatchamBerkshireRG19 3RN
,The Source Coffee,https://www.thesourcecoffee.co.uk/,"4 spittal st, edinburgh EH3 9DX"
,The Specialty Coffee Company,https://www.thespecialtycoffeecompany.com/,"The Specialty Coffee Company c/o OA, 301a Sunderland Road, South Shields, NE34 4RP"
,The Steamie,https://www.thesteamie.co.uk/,1024 Argyle Street Glasgow Scotland G3 8LX
,The Studio Coffee Roasters,www.thestudiocoffee.com,"Co Meath, Ireland"
,The Suffolk Coffee Company,https://www.thesuffolkcoffeecompany.co.uk/,"1 London City Road, Wilby, United Kingdom"
,The Welsh Coffee Co,www.welshcoffee.com,"55 Main Road, Ogmore By Sea, The Vale of Glamorgan, South Wales, CF32 0PL"
,The Yorkshire Coffee Roasters,https://www.theyorkshirecoffeeroasters.com/,"King street , Hoyland, United Kingdom"
,TheRoastHouseTralee,theroasthouse.ie,"3 Denny Street, Tralee, Co. Kerry, Ireland"
,Thomsons Coffee,www.thomsonscoffee.com,"Burnfield Ave, Glasgow, Scotland, G46 7TL"
,Three Fools Coffee,https://threefoolscoffee.ie/,"Grand Parade Cork, Ireland"
,Three Hills Coffee,www.threehillscoffee.com,"23 High street, Selkirk, TD7 4BZ"
,ThreeSixty˚ Coffee,www.ThreeSixtyCoffee.co.uk,London
,Tra HQ,https://trahq.ie/,"87 Meagher's Quay, Waterford, X91 NH2P"
,Trading Post Coffee,https://www.tradingpostcoffee.co.uk/,
,TripleCoRoast,www.triplecoroast.com,"123 Stokes Croft, Bristol, BS1 3RZ"
,Tropic Coffee Ltd,http://www.tropiccoffee.co.uk/,"Unit 7-10 Piper Road, Hardwick Narrows Est, Kings Lynn, Norfolk, PE30 4BH"
,Twin Cafe,www.twincafe.org/,"Sheffield, South Yorkshire"
,Two Chimps Coffee,https://twochimpscoffee.com/,"8b. Oakham Enterprise Park, Ashwell Rd, Oakham, LE15 7TU, UK"
,Two Day Coffee,https://twodaycoffee.co.uk/,"26 Union Street, Broadmead, Bristol"
,Two Dogs Coffee Roasting Company,www.twodogscoffeecompany.com,"18a New Chapel St, Treorchy, Rhondda Cynon Taf, CF42 6RS"
,Two Spots Coffee,https://www.twospotscoffee.ie/,"Unit 10 Balbriggan Business Park, Dublin, Ireland"
,Twofifty Square,https://www.twofiftysquare.com/,"Rathfarnham Road, Terenure, Dublin 6W"
,Tynemouth Coffee,https://www.tynemouthcoffee.com/,"Unit 1 Prudhoe Street Back, North Shields, United Kingdom"
,Ue Coffee Roasters,www.uecoffeeroasters.com,"11a Windrush Industrial. Park, Linkwood Road, Witney, Oxfordshire"
,Uncommon Ground,https://www.uncommon-ground.co.uk,
,Union Hand Roasted,www.unionroasted.com/,"7a South Crescent, London, E16 4TL"
,Unorthodox Roasters,https://www.unorthodoxroasters.co.uk/,"129 HIGH STREET, KINROSS, SCOTLAND, KY13 8AQ"
,Uplands Roast,https://uplandsroast.com/,"North Meadow Walk, The Meadows, Edinburgh EH8 9LD"
,Uppercut Group,https://www.uppercutgroup.com/,"2A, Washingbay Road, Coalisland, BT71 4ND"
,Upside Coffee,www.upsidecoffee.com,"Unit 14, Chart House Business Park, Richmond Road, Fairview, Dublin 3, Ireland"
,Vagabond Coffee,vagabondcoffeeroasters.com,"London, England"
,VeliK Coffee,www.velikcoffee.co.uk,"Harpenden, United Kingdom"
,Velo Coffee,https://velocoffee.ie/,"Unit 1A Mayfield Business Park, Mayfield, Cork, Cork, Ireland"
,Vice Roast,www.viceroast.com,"Bo’ness, West Lothian, Scotland"
,Viento Coffee,https://www.vientocoffee.co.uk/,"Watford, England"
,Viking Coffee,https://vikingcoffee.co.uk/,"Unit 1E Frith Business Centre Frith Road Aldington, Ashford TN25 7HJ"
,Volcano Coffee Works,www.volcanocoffeeworks.com,"Unit D17, Ground Floor, Parkhall Trading Estate, 62 Tritton Road, London, SE21 8DE"
,Voyager Coffee,www.voyagercoffee.co.uk,"Voyager Coffee, Unit 6, Mardle Way Business Park, Buckfastleigh, Devon, TQ11 0JL"
,Vu Roasters,https://www.vuroasters.coffee/,
,W. Martyn,www.wmartyn.co.uk/,"135 Muswell Hill Broadway, London, N10 3RS"
,Wakeup Roasters,https://www.wakeuproasters.com/,"Ipswich, United Kingdom"
,Watch House,https://watchhouse.com/,"London, England"
,Waveney Valley Coffee,https://www.waveneyvalleycoffee.co.uk/,
,We Love Coffee,https://welovecoffeeltd.com/,"83 Carron Place, Kelvin Industrial Estate, East Kilbride, G75 0YL"
,Weanie Beans,www.weaniebeans.com,"Unit 11, Crusader Industrial Estate, Hermitage Road, London, N4 1LZ"
,Well Roasted Coffee,www.wellroastedcoffee.com,"Unit 23 Eckland Lodge Business Park, Desborough Road, Market Harborough, Leicestershire, LE16 8HB"
,Wellington coffee,https://wellingtoncoffee.co.uk/,"15 Huntly Road, Talbot Woods, Bournemouth, Dorset, BH3 7HF, United Kingdom"
,West Berkshire Roastery,www.wbroast.co.uk,"Unit 1, Lower Way Farm Thatcham Berkshire RG19 3TL"
,West Cork Coffee,https://www.westcorkcoffee.ie/,West Cork
,White Rose Coffee Roasters,https://whiterosecoffeeroasters.co.uk,"White Rose Coffee Roasters, 6-8 Hall Street, Halifax, West Yorkshire, HX1 5AY"
,White Star Coffee,https://whitestar.coffee/,"Unit 1 & 5, 17 Balmoral Rd, Belfast, United Kingdom"
,Wildpen Coffee Roasters,https://wildpencoffeeroasters.com/,"97 Gisburn Road, Barrowford, BB9 6DX"
,Wilkinson’s of Norwich,wilkinsonsofnorwich.com,"5 Lobster Lane, Norwich, Norfolk, NR2 1DQ"
,Williams and Johnson,http://www.williamsandjohnson.com/,Edinburgh
,Wimborn Coffee Roasters,https://www.wimbornecoffeeroasters.co.uk/,"The Roastery, Hayters Farm, Rowe Hill, Wimborne Minster, United Kingdom"
,Winchester Coffee Roasters,http://www.winchestercoffeeroasters.co.uk/,"7a Sun Valley Business Park, Winnall Close, Winchester, SO23 0LB"
,Winchester Coffee School,www.winchestercoffeeschool.co.uk,"7a Sun Valley Business Park, Winnall Close, Winchester, SO23 0LB"
,Wogan Coffee,wogancoffee.com,"2 Clement Street, Bristol, BS2 9EQ"
,Wood st Coffee,https://www.woodstcoffee.co.uk/,Wood St Coffee Roasters Unit 44 Shire Hill Saffron Walden Essex CB11 3AQ
,Wooden Hill Coffee,www.woodenhillcoffee.com,"Ampthill, Bedfordshire"
,Workhouse Coffee &Co,workhousecoffee.co.uk,"335 Oxford Rd, Reading, Berkshire, RG30 1AY"
,Works Coffee Roasters,https://workscoffeeroasters.com/,
,Workshop Coffee,www.workshopcoffee.com,"27 Clerkenwell Road, Clerkenwell, London, EC1M 5RN"
,Wrexham Bean Co.,www.wrexhambean.com,35 Chester StreetWrexham LL13 8AH
,Yallah Coffee,www.yallahcoffee.co.uk,"ARGAL HOME FARM KERGILLIACK, Falmouth, Cornwall, TR11 5PD"
,Yellow Bourbon,https://www.yellowbourbon.co.uk/,"ANGEL STREET, NORTHAMPTON NN1 1ED"
,Yellow Mountain Coffee,yellowmountaincoffee.co.uk,"Alderton, Suffolk, IP12 3BS"
,York Coffee Emporium,www.yorkcoffeeemporium.co.uk,"Unit 8, London Ebor Business Park, Millfield Lane, Nether Poppleton, York, YO26 6QY"
